21 - Adjusted net enrolment rate in primary education by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2000,Both sexes,98.37,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2005,Female,99.73,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2005,Male,99.5,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2005,Both sexes,99.61,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2007,Female,96.37,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2007,Male,94.55,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2007,Both sexes,95.44,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2009,Female,97.81,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2009,Male,95.04,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2009,Both sexes,96.38,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2010,Female,96.82,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2010,Male,96.6,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2010,Both sexes,96.7,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,1998,Female,95.5,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,1998,Male,95.96,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,1998,Both sexes,95.74,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2001,Female,97.82,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2001,Male,97.73,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2001,Both sexes,97.77,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2004,Female,99.41,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2004,Male,99.26,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2004,Both sexes,99.33,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2006,Female,96.95,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2006,Male,94.28,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2006,Both sexes,95.58,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2011,Female,98.18,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2011,Male,97.32,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2011,Both sexes,97.74,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2002,Female,96.53,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2002,Male,96.53,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2002,Both sexes,96.53,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2012,Female,99.48,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2012,Male,99.13,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2012,Both sexes,99.3,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2013,Both sexes,99.91,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2014,Both sexes,99.63,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2015,Female,99.63,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2015,Male,99.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2015,Both sexes,99.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2016,Female,98.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2016,Male,99.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,458,Malaysia,2016,Both sexes,98.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1999,Female,89.25,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1999,Male,88.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1999,Both sexes,88.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2003,Female,91.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2003,Male,89.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2003,Both sexes,90.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2008,Female,90.03,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2008,Male,87.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2008,Both sexes,88.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2005,Female,90.12,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2005,Male,87.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2005,Both sexes,88.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2007,Female,88.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2007,Male,86.36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2007,Both sexes,87.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2009,Female,91.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2009,Male,89.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2009,Both sexes,90.6,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1996,Both sexes,95.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1998,Female,90.2,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1998,Male,93.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,1998,Both sexes,91.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2001,Female,90.45,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2001,Male,88.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2001,Both sexes,89.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2004,Female,90.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2004,Male,88.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2004,Both sexes,89.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2006,Female,88.48,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2006,Male,86.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2006,Both sexes,87.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2002,Female,91.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2002,Male,88.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2002,Both sexes,90.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2013,Female,98.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2013,Male,96.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2013,Both sexes,97.42,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2015,Female,96.94,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2015,Male,95.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,608,Philippines,2015,Both sexes,96.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2008,Female,69.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2008,Male,71.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2008,Both sexes,70.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2009,Female,77.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2009,Male,79.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2009,Both sexes,78.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2010,Female,86.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2010,Male,87.87,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2010,Both sexes,87.32,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2011,Female,91.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2011,Male,93.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2011,Both sexes,92.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2012,Female,91.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2012,Male,91.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2012,Both sexes,91.62,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2013,Female,90.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2013,Male,90.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2013,Both sexes,90.54,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2014,Female,89.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2014,Male,86.8,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2014,Both sexes,88.04,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2015,Female,86.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2015,Male,83.47,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2015,Both sexes,84.99,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2016,Female,83.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2016,Male,80.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,626,Timor-Leste,2016,Both sexes,81.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,702,Singapore,2016,Both sexes,99.94,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,1999,Both sexes,98.36,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2008,Both sexes,97.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2000,Both sexes,97.37,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2005,Both sexes,90.12,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2009,Both sexes,98.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2010,Both sexes,98.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,1998,Both sexes,99.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2001,Both sexes,96.07,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2006,Both sexes,91.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2011,Both sexes,99.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2002,Both sexes,93.04,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2012,Both sexes,98.2,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,704,Viet Nam,2013,Both sexes,98.11,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2008,Female,97.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2008,Male,98.6,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2008,Both sexes,97.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2007,Female,97.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2007,Male,99.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2007,Both sexes,98.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2009,Female,97.79,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2009,Male,98.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2009,Both sexes,98.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2006,Female,98.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2006,Male,99.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2006,Both sexes,98.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2014,Female,90.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2014,Male,91.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2014,Both sexes,90.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,South-eastern Asia,764,Thailand,2015,Female,86.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
